eg_property_id,facet,review_idx,cos_anti,cos_listing,contradict_score,acquisition_date,review_snippet
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,amenities_parking,3623,0.668124794960022,0.3748592138290405,0.2504527270793915,2023-03-16,"parking is a problem . the spaces are to few and are very difficult to get  into.
,"
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,check_in,2580,0.5995734930038452,0.41108205914497375,0.24647390842437744,2023-03-02,check in staff were not very polite
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,check_in,1765,0.4795268774032593,0.5128055810928345,0.24590405821800232,2023-03-17,great front desk check in rep
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,check_out,1633,0.43311285972595215,0.565814733505249,0.24506163597106934,2024-06-11,quick and easy check in
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,pet,673,0.4697543978691101,0.5187124013900757,0.24366743862628937,2023-04-01,pets are allow
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,amenities_parking,675,0.47702351212501526,0.49699467420578003,0.23707814514636993,2023-04-01,easy access to room and spacious parking
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,amenities_parking,1173,0.4827686846256256,0.4897305369377136,0.23642656207084656,2024-03-25,nice proximity to things that are walkable. parking was a little limited for large vehicles but the front staff was helpful to make sure we had somewhere to park. rooms were clean and comfortable with reasonable prices
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,check_in,2116,0.5911449790000916,0.39330756664276123,0.2325017899274826,2023-03-02,check- in was at 3pm .. they checked us in but the room was not ready at all!! we were made to wait for almost an hour in the corridor because the room was in the 3rd floor and it was a hassle for us to go down again with all of our luggage
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,amenities_breakfast,2006,0.5565916299819946,0.41188451647758484,0.22925147414207458,2023-06-20,"the property is overall good, needs updates. breakfast was disappointing,  service was slow to replenish, no silverware available. asked for spoons, 1 was brought out, no knives for butter,  waffle machine wasnt working, 3 of 4 toaster spot"
f2d8d9557208d58577e9df7ff34e42bf86fb5b10fdfae0c3040d14c374a2a2b9,know_before_you_go,3661,0.3704606890678406,0.6186574697494507,0.22918827831745148,2023-03-02,"the property was great, only negative was that there are no elevators!"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,children_extra_bed,2252,0.556317925453186,0.4108104109764099,0.22854119539260864,2023-03-16,"the beds seem smaller than advertised.  there were 3 adults and 1 child staying in the room and only 3 towels were provided.  there were no comforters on the beds, we needed to request both towels and comforters"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,amenities_parking,592,0.4668128788471222,0.4889271855354309,0.22823750972747803,2023-10-25,"easy to park, friendly staff"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,amenities_breakfast,1508,0.5421383380889893,0.4164307713508606,0.22576308250427246,2023-03-02,no complimentary breakfast
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,amenities_breakfast,694,0.480623722076416,0.46832722425460815,0.2250891774892807,2023-09-19,man at front desk was super breakfast ess excellrmt
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,check_out,2632,0.5123896598815918,0.43896597623825073,0.22492162883281708,2025-04-11,"this hotel is charging room rate along with incidental charges during the check in even when the room had been already prepaid.
we will try to avoid it in the future"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,amenities_wifi,1027,0.5160435438156128,0.43508273363113403,0.22452163696289062,2024-02-27,toilet not working properly.  wireless very slow. used wireless from hotel next door.  elevator sooo slow. room was not as pictured not a suite as reserved
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,children_extra_bed,492,0.48646992444992065,0.4601057767868042,0.22382761538028717,2023-10-17,"could use some refurbishing, but decent anyway.. we expected to have a jacuzzi for the kids, but sadly they do not have one due to restrictions or (stupid) laws.  that bummed us out a little.  the beds were soft, but probably too soft, as i"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,pet,2544,0.4658653140068054,0.4767943322658539,0.2221219390630722,2023-03-16,"the staff was very nice and helpful.
we travel with our pets so was helful that it was pet friendly"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,amenities_parking,3812,0.482316255569458,0.45464110374450684,0.21928079426288605,2025-09-24,very limited parking for a high profile vehicle. staff has always been very friendly every time i stay there
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,check_in,3916,0.5342109203338623,0.41019532084465027,0.21913081407546997,2025-09-30,easy check in and out
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,amenities_pool,2816,0.524561882019043,0.41497305035591125,0.21767903864383698,2025-04-15,"no room service, rooms weren’t ready on time, no open slots for the pool"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,amenities_parking,3212,0.4976102411746979,0.43743830919265747,0.21767377853393555,2025-06-13,parking and the staff
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,amenities_breakfast,2221,0.5588772296905518,0.3894791007041931,0.2176710069179535,2023-06-14,"got in an midnight, woke up for breakfast at 8am and there was absolutely nothing ready. made a waffle and they had no syrup and made a rude remark when i asked. there were no coffee cups to make a coffee. pool was closed for cleaning so di"
3b984f3ba8df55b2609a1e33fd694cf8407842e1d833c9b4d993b07fc83a2820,amenities_parking,3153,0.503671407699585,0.4302431046962738,0.21670114994049072,2025-02-27,limitado por el parqueo (muy pequeño); pero los anfitriones muy preocupados te colaboran en elnn bn parking
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,check_in,171,0.5054096579551697,0.4276433289051056,0.21613506972789764,2023-07-28,friendly and courteous staff. check in and out was easy
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,check_out,3245,0.4371066093444824,0.49410074949264526,0.21597470343112946,2025-03-17,really enjoyed the noon checkout and the warly checkin
3b984f3ba8df55b2609a1e33fd694cf8407842e1d833c9b4d993b07fc83a2820,amenities_parking,3633,0.41358715295791626,0.5181818008422852,0.214313343167305,2023-03-02,staff was very nice.  breakfast was included.  parking inside hotel was very limited
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,amenities_breakfast,2856,0.455439954996109,0.46871912479400635,0.21347342431545258,2023-03-16,"i really liked the area and staff was great. heated pool came in handy. i was disappointed there was no breakfast, not even coffee. come on for that price should of had more"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,check_in,1522,0.5144613981246948,0.41429904103279114,0.21314086019992828,2024-06-20,very pleasant check in
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,amenities_breakfast,2974,0.4194062352180481,0.5070579051971436,0.21266324818134308,2023-03-02,"location, free parking and breakfast were all fantastic"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,amenities_breakfast,2816,0.4384731352329254,0.48213207721710205,0.21140196919441223,2025-04-15,"no room service, rooms weren’t ready on time, no open slots for the pool"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,check_in,2476,0.4899614751338959,0.43037694692611694,0.21086812019348145,2023-03-02,very clean and nice staff. prompt and easy check in
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,children_extra_bed,819,0.49106037616729736,0.4260309338569641,0.20920690894126892,2023-05-16,"i really liked the location, breakfast and parking at the hotel. we came to the area to see the aquarium and it was walkable with a stroller for 2 young children. 

the bed situation could have been better. i didn’t anticipate the beds whic"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,pet,3911,0.5656501054763794,0.36982110142707825,0.20918934047222137,2025-12-29,limited amenities and charged extra cleaning fees for no reason when we asked during checkout
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,amenities_pool,2517,0.3869378864765167,0.5391438007354736,0.20861516892910004,2023-03-02,"swimming pool, fitness center, fire pits, drinks on site"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,check_in,143,0.510013222694397,0.408458411693573,0.20831918716430664,2023-09-25,did not get greeted at the front desk for a solid 20 minutes. the staff was in the bar assisting others and completely ignored us. we waited to get our keys and get checked in and eventually someone came to assist us with no apologies 25 mi
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,check_out,4049,0.49798327684402466,0.41819727420806885,0.20825524628162384,2023-03-02,wasn’t able to check in
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,amenities_parking,3451,0.4088420271873474,0.506029486656189,0.20688612759113312,2025-10-28,"clean room, nice staff, lots of parking"
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,check_in,1633,0.5825878381729126,0.3534979522228241,0.20594361424446106,2024-06-11,quick and easy check in
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,amenities_pool,103,0.4357545077800751,0.46821701526641846,0.2040276676416397,2023-03-02,they advertise 2 pools and the whole week we were there only one pool was open to the public as appearantly they put too much chemicals in the pool. we normally wouldn't mind but the other pool is quite small and was absolutely packed with 
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,check_in,2571,0.4939611554145813,0.4126278758049011,0.20382213592529297,2023-03-16,the room was clean and standard. check in was a problem. we arrived around 3.30 p.m. there didn't seem to be antone about. i had to ask next door in the wine shop about checking in. after ringing the door bell and elderly lady looked out th
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,children_extra_bed,2511,0.5349924564361572,0.38042736053466797,0.20352576673030853,2023-03-02,staff was excellent but we were disappointed room wasn’t ready when promised. the full double beds in the family suite are definitely waay to small for 2 grown adults making it extremely uncomfortable. the breakfast was great for families
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,children_extra_bed,2722,0.450123131275177,0.45215556025505066,0.20352567732334137,2024-11-05,"hotel property and rooms were nice. pool is small, but fine for adults.  not really a pool for kids and jumping.  restaurant seemed understaffed. only questionable thing i saw was the complimentary water jug at the front desk.  hotel had fr"
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,amenities_parking,2462,0.431645929813385,0.47149187326431274,0.20351754128932953,2023-03-02,gets full on weekends . typical room. no bells or whistles   secured parking
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,check_out,3163,0.45076853036880493,0.44999298453330994,0.20284268260002136,2025-06-18,it’s a smooth and convenient check in process
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,check_out,2116,0.49476245045661926,0.4098350405693054,0.20277099311351776,2023-03-02,check- in was at 3pm .. they checked us in but the room was not ready at all!! we were made to wait for almost an hour in the corridor because the room was in the 3rd floor and it was a hassle for us to go down again with all of our luggage
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,amenities_parking,1781,0.4399493634700775,0.45940133929252625,0.2021133303642273,2024-07-14,loved our stay! parking spaces a little tight and only 2 handicap spaces. staff were very friendly and helpful. easy to get to restaurants
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,pet,2134,0.44724732637405396,0.45131027698516846,0.20184731483459473,2024-10-31,"staff was so kind and helpful, both front desk, and in the camper restaurant. only complaint was not knowing we were on a floor with pets, and a dog across the hallway was barking a lot"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,amenities_breakfast,475,0.46423569321632385,0.43348270654678345,0.20123814046382904,2023-10-14,automaking pancake machine was unique and the pancakes were delicious. free breakfast was a great bonus
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,amenities_breakfast,2234,0.41262686252593994,0.4874473512172699,0.2011338770389557,2023-03-02,"expected breakfast options to be a tad bit better but other than that everything was good 

room was clean 
free parking
location was great"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,check_in,1258,0.4717237055301666,0.42261964082717896,0.1993597000837326,2024-05-10,great check in.  front desk lady was wonderful
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,check_in,2721,0.5190366506576538,0.383561372756958,0.1990824043750763,2025-04-13,check in time was at 3 but our room was not ready until 4:05. the hotel is clean but definitely needs an update
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,amenities_wifi,2930,0.43417561054229736,0.4583781361579895,0.19901660084724426,2023-03-02,"the cleaning and breakfast staff were very helpful and efficient. the wifi in my room kept cutting out or wouldn’t connect. overall it was just okay, but since i was there on business, i don’t think i would stay again"
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,amenities_pool,2932,0.5064796209335327,0.3925738036632538,0.19883063435554504,2023-03-02,"the shower was dirty.
the blanket on the bed was old
the ac unit in the room did not work properly 
the walls were dirty in the rest room"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,children_extra_bed,3219,0.41649287939071655,0.47512131929397583,0.19788464903831482,2025-05-20,"i enjoyed having the pantry for snacks, the restaurant for food, and the kids loved the pool. beds comfortable, nice clean rooms. will stay again"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,children_extra_bed,118,0.44644004106521606,0.44261404871940613,0.19760063290596008,2023-10-01,amazing stay with two kids under 5
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,amenities_wifi,447,0.5992098450660706,0.32972151041030884,0.19757238030433655,2023-03-27,wifi connection was very bad
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,know_before_you_go,717,0.4931896924972534,0.39639195799827576,0.19549642503261566,2024-04-06,"parking was a plus. its being renovated, but there were no problems. didnt even notice any noise or disconfort"
3b984f3ba8df55b2609a1e33fd694cf8407842e1d833c9b4d993b07fc83a2820,amenities_wifi,1323,0.41207656264305115,0.4727270007133484,0.19479972124099731,2023-03-02,"there was no wifi in the room and it was a little bit noisy because a bar there is right in from of the room, crossing the street"
110f01b8ae518a0ee41047bce5c22572988a435e10ead72dc1af793bba8ce0b0,amenities_breakfast,218,0.5555069446563721,0.35064536333084106,0.194785937666893,2023-10-02,this is part of a camp ground. breakfast was adequate but not the best
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,amenities_parking,723,0.4349561333656311,0.4476510286331177,0.19470855593681335,2023-10-31,"this is a great hotel, good price, good location. they need to catch up with the times and put ev charging into the parking lot. plenty of room for a few parking places and wouldn't cost much to do so"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,check_in,747,0.48139333724975586,0.403883695602417,0.19442692399024963,2023-03-24,late check-in. warm in the room. the air-conditioner did not work. very noisy due to outside traffic. tv remote would not allow the channel to be changed. too late to request a room change. will not go there again
f2d8d9557208d58577e9df7ff34e42bf86fb5b10fdfae0c3040d14c374a2a2b9,amenities_pool,3834,0.5380278825759888,0.3592994809150696,0.1933131366968155,2023-03-02,"the property was really run down and dirty. we had problems with our first room, and they gave us a free upgrade. it really made me want to like the place since they were trying, but even the next room was a disaster. the bathroom smelled h"
f2d8d9557208d58577e9df7ff34e42bf86fb5b10fdfae0c3040d14c374a2a2b9,amenities_pool,3592,0.4781196415424347,0.40367454290390015,0.19300472736358643,2023-03-02,"under construction without notice. blocked in to pool area from suite over night, no discount, poor furniture, roaches"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,check_out,669,0.4444267153739929,0.434024453163147,0.19289205968379974,2024-01-16,we ended up checking in late in the evening. upon checking in to our prepaid room ar 10:30 pm we were told there had been a water leak in our room and they had no other rooms to that would work for us. they did end up putting us up in anoth
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,check_in,509,0.4970987141132355,0.38789865374565125,0.19282391667366028,2023-03-02,"several members of staff had a poor attitude.. 1. i was told over the phone that we could check in at 1:30. 
the front desk curtly told me not before 2pm. 
2. after waiting 10 minutes for her to get off the phone, i was told that they did"
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,amenities_parking,2982,0.4427180290222168,0.4344440698623657,0.19233621656894684,2023-03-02,hotel bien situé. hotel moderne bien situé ménage de la chambre insuffisant prix parking conseillé par la réception prohibitif 40€ par jour et en cash pas de cb
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,children_extra_bed,980,0.49167901277542114,0.38976073265075684,0.19163717329502106,2024-02-06,"location and the pool was nice. the hotel could use some updating. my room had a huge red/pink stain on the carpet. we reserved a room for three. myself, fiancé and 17 year old son. room was a king room which was expected but we had to ask "
110f01b8ae518a0ee41047bce5c22572988a435e10ead72dc1af793bba8ce0b0,check_out,1403,0.40548571944236755,0.4717002213001251,0.1912676990032196,2024-05-20,we check in after midnight and the front desk gentleman was very helpful
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,amenities_breakfast,1817,0.5563462972640991,0.34330493211746216,0.1909964233636856,2023-03-02,breakfast was good
