eg_property_id,acquisition_date,facet,bucket,score,threshold,snippet
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,check_out,semantic_only_borderline,0.4009582,0.4,"localização . hotel muito bem localizado, quarto confortável e limpo.... chegamos um pouco antes do horário de checkin.... perguntei se era possível fazer o checkin naquele horário ou não.... o funcionário nos disse sim "
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-16,check_out,semantic_only_borderline,0.40178096,0.4,staff was almost unavailable. no toilet paper in the room. no extra bedding for the fold out hardly any towels in the room. vending machines were empty. clean but missing a lot of the typical extras. staff was nice but h
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-11-08,check_out,lexical_only,0.39864886,0.4,"the room smelled like cat pee, the hallway carpets desperately needed cleaning and clearly hadn’t been vacuumed in days. there was hair in the shower. the curtains were falling off the rod. the phone didn’t work. chunks "
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-03-16,check_out,lexical_only,0.39826918,0.4,"the room is smell when we get inside and we ask the attendant to change the room and the other room is smell too,so we check out the same day"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2025-12-01,check_out,lexical_only,0.39745983,0.4,"the staff was very nice and helpful, however the facility and accommodations were a bit lacking. there was no frig or microwave in the room, the coffee maker in the room was terrible, and they did not have coffee even in"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-05-30,check_out,lexical_only,0.389554,0.4,the location was great! staff was friendly and accommodating. checkin and checkout were very efficient. the property is gorgeous and loaded with amenities!
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2024-06-04,check_out,lexical_only,0.38862962,0.4,"staff was outstanding! very helpful. front desk helped arrange a late check out (child had a rough night, so the extra time allowed time to recouperate); the breakfast staff were warm, welcoming and always smiling; house"
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2024-07-27,amenities_pool,semantic_only_top,0.5666728,0.45,"it was nice, there was a jet tub in our room with two toilets and everything was new and nice! really enjoyed it! the only thing i’ll say is i found hair in the bedding and the bed wasn’t the most comfortable. but it was"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-16,amenities_pool,semantic_only_top,0.5604678,0.45,it was very clean and well maintained
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2025-05-18,amenities_pool,semantic_only_top,0.55571926,0.45,i enjoyed our stay. the room was clean and comfortable and the resort had all the amenities we wanted
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2024-07-07,amenities_pool,semantic_only_top,0.5530104,0.45,amazing service and the pools are fantastic!
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-07-28,amenities_pool,semantic_only_top,0.55062085,0.45,the pools are fantastic
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-04-18,amenities_pool,semantic_only_borderline,0.45021588,0.45,"we loved this hotel, so clean and comfortable"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-03-02,amenities_pool,semantic_only_borderline,0.45069605,0.45,"location was great.
 hotel was nice and clean"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2025-10-21,amenities_pool,semantic_only_borderline,0.45077384,0.45,very clean and staff is super nice
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2024-08-13,amenities_pool,semantic_only_borderline,0.45081097,0.45,very nice amd clean hotel
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2024-05-31,amenities_pool,semantic_only_borderline,0.4509674,0.45,a very nice property. attentive staff and a very clean facility
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2025-07-21,amenities_pool,lexical_only,0.44991636,0.45,the room was nice! it was quiet! my only complaint would be the bed was a bit harder than i’d like but not too bad where i couldn’t sleep! the staff was very nice and i loved how they text you with updates on pool closur
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,amenities_pool,lexical_only,0.44681957,0.45,"where to begin. bland room, view of the parking lot, was brought uncooked food, the hot tub/ jacuzzi tub was cold, outdoors and no bubbles, ice machine out of order on my floor, no spa available during my stay. this is b"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2024-12-28,amenities_pool,lexical_only,0.44665724,0.45,2nd time staying here.  cozy quiet and well maintained hotel with a bar and dining options and heated pools and jacuzzi all year around
f2d8d9557208d58577e9df7ff34e42bf86fb5b10fdfae0c3040d14c374a2a2b9,2023-03-16,amenities_pool,lexical_only,0.44480222,0.45,nice basic place to stay.. |MASK| |MASK| was a very nice place to stay. i had little interaction with the staff but what contact i did have was very good. i arrived late (after the front desk had closed) and called the n
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-03-16,amenities_pool,lexical_only,0.44472274,0.45,we stayed one night and it was great. hotel was clean except for a couple of hairs found on the bed. check in was quick and easy and service was friendly. pool was small but looked nice. bar closed at 9. hotel was quiet 
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2024-02-27,amenities_wifi,semantic_only_top,0.5163523,0.4,toilet not working properly.  wireless very slow. used wireless from hotel next door.  elevator sooo slow. room was not as pictured not a suite as reserved
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2024-08-06,amenities_wifi,semantic_only_top,0.45561624,0.4,it was fast and super clean
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-03-02,amenities_wifi,semantic_only_top,0.44798473,0.4,it was comfortable and clean. checkin was swift and there were no over charging or hidden fees
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-17,amenities_wifi,semantic_only_top,0.42261493,0.4,staff very helpful and friendly. check in and check out were fast. breakfast was good
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,amenities_wifi,semantic_only_top,0.41792902,0.4,"close to hotspots, excellent parking, check in was quick and friendly"
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2024-01-30,amenities_wifi,semantic_only_borderline,0.4018222,0.4,川沿いの静かなホテル. ロケーションは良いがスタッフの中で感じの悪い人が数人いるので非常に残念だ。wi-fiのレスポンスが悪い。
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2024-08-03,amenities_wifi,semantic_only_borderline,0.40442452,0.4,the only problem i had was my room didn’t have a phone. other than that everything was excellent
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2025-03-18,amenities_wifi,semantic_only_borderline,0.40659568,0.4,check in was fast and easy. property was quiet and near yummy restaurants
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,amenities_wifi,semantic_only_borderline,0.41792902,0.4,"close to hotspots, excellent parking, check in was quick and friendly"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-17,amenities_wifi,semantic_only_borderline,0.42261493,0.4,staff very helpful and friendly. check in and check out were fast. breakfast was good
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2024-08-16,amenities_wifi,lexical_only,0.39661202,0.4,"nice quiet suburban hotel with excellent transport link 5min to city centre and university 

wifi was being repaired but there was an open neighbourhood wifi suite which was adequate"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,amenities_wifi,lexical_only,0.39622903,0.4,"although the hotel had set up special food options the bbq was over salted.  also, why do you have to pay for wifi at a hotel of this rating?"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-17,amenities_wifi,lexical_only,0.39475143,0.4,"close right off xway for overnight stay. lots of choices of restaurants, very clean and better than average breakfest. only neg. was front road construction tough to enter had to go thru gas station. did have trouble wit"
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2023-03-02,amenities_wifi,lexical_only,0.39042544,0.4,"spacious room and stable wifi and our car can be parked just outside our room.

not many restaurants around!"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-02,amenities_wifi,lexical_only,0.38092375,0.4,"wifi was limited to non existent on their unsecured network. caulking around tub was old and cracked. there were rust stains on the shower walls, damaged floor tiles and a toilet tank cover that was the wrong size for th"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,amenities_breakfast,semantic_only_top,0.5818444,0.4,"todo estuvo muy buen, el desayuno rico"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,amenities_breakfast,semantic_only_top,0.5142839,0.4,the staff was extremely helpful and friendly.  the dining options for such a beautiful hotel were very limited and lacking
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,amenities_breakfast,semantic_only_top,0.51331764,0.4,"no buen servicio desayuno. pocas opciones de comida, cuartos ya estan viejos"
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2025-04-21,amenities_breakfast,semantic_only_top,0.51250315,0.4,wir haben uns dort sehr wohlgefühlt! das frühstück war sehr abwechslungsreich und lecker!
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2025-09-09,amenities_breakfast,semantic_only_top,0.50485736,0.4,menus limited which was disappointing especially the removal of a barista. it’s these services that make it a luxury hotel which is why people seek out these locations
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-03-21,amenities_breakfast,semantic_only_borderline,0.40000278,0.4,"the food was fabulous, property so wonderful. staff was so accommodating. this place is the real deal!! recommend highly!"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2025-12-13,amenities_breakfast,semantic_only_borderline,0.40003872,0.4,amazing experience and great price!
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2025-01-19,amenities_breakfast,semantic_only_borderline,0.4000817,0.4,the staff were friendly and the rooms clean and comfortable
9a0043fd4258a1286db1e253ca591662b3aac849da12d0d4f67e08b8f59be65f,2023-03-02,amenities_breakfast,semantic_only_borderline,0.40011418,0.4,"alles super gerne wieder, sehr nettes personal, klasse frühstück,"
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2025-05-04,amenities_breakfast,semantic_only_borderline,0.40080646,0.4,staff were incredibly helpful . great stay
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-10-17,amenities_breakfast,lexical_only,0.3990962,0.4,"could use some refurbishing, but decent anyway.. we expected to have a jacuzzi for the kids, but sadly they do not have one due to restrictions or (stupid) laws.  that bummed us out a little.  the beds were soft, but pro"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2024-05-31,amenities_breakfast,lexical_only,0.39845812,0.4,"the staff was great, the breakfast was substantial, and the hotel is within walkable distance of the aquarium and restaurants. the room was nicely furnished and immaculate. my only concern was that we were at the back, w"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,amenities_breakfast,lexical_only,0.39835465,0.4,"conveniently located a block away from canary row. we didn’t have to drive anywhere but we did take the trolly to fisherman’s warf. the beds were very comfortable, that’s a must for our family when traveling. the contine"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-09-11,amenities_breakfast,lexical_only,0.39808816,0.4,"nice big property, but not budget friendly. no free wifi, no free breakfast, and they charge you a “destination fee” when you check out. for the price, it should include everything"
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-03-02,amenities_breakfast,lexical_only,0.39802042,0.4,"very modern
excellent breakfast
very close to the train station"
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-02,amenities_parking,semantic_only_top,0.6389744,0.45,the service was just excellent
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-03-02,amenities_parking,semantic_only_top,0.6063129,0.45,excellent service
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2025-10-09,amenities_parking,semantic_only_top,0.6063129,0.45,excellent service
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,amenities_parking,semantic_only_top,0.59741557,0.45,staff was excellent
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-02-28,amenities_parking,semantic_only_top,0.5657441,0.45,the service and restaurants were top notch.  the shuttle was very convenient and the driver was super-friendly and helpful
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-06-06,amenities_parking,semantic_only_borderline,0.45106837,0.45,front desk staff was very friendly and helpful
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-16,amenities_parking,semantic_only_borderline,0.45126146,0.45,very good location staff were friendly had a great time
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-06-20,amenities_parking,semantic_only_borderline,0.45204058,0.45,excellent check in and check out great staff wonderful view great stay can not speak of how great the desk staff was very helpful
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-02,amenities_parking,semantic_only_borderline,0.45219955,0.45,normally a great hotel with full value. odell is the person that normally checks us in.  his professional attitude and helpfulness is supreme.  the breakfasts are great.  this time the elevator was not working and the st
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-03-16,amenities_parking,semantic_only_borderline,0.45240694,0.45,great location and excellent services. the hotel was easily accessible by public transportation
110f01b8ae518a0ee41047bce5c22572988a435e10ead72dc1af793bba8ce0b0,2025-10-02,amenities_parking,lexical_only,0.44996935,0.45,"very noisy , not a spot for easy afternoon or evening… since they are few steps from train station and entrance to pompeii. but pretty affordable and parking including was a big plus, good breakfast! great coffee"
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2024-01-16,amenities_parking,lexical_only,0.44854254,0.45,great room. the room was very large and comfortable. it's not a big hotel so there's not a lot of people staying there. however overal the stay was very pleasant. the parking garage is small but no problem finding a park
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2023-03-16,amenities_parking,lexical_only,0.44734728,0.45,"our bathtub drained very slowly.  standing in two inches of water by the end of the shower.  bathtub needs to be regrouted and non-slip surface on bottom looked dirty brown.

entrance to hotel was difficult.  as you coul"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-07-12,amenities_parking,lexical_only,0.44727558,0.45,staff was friendly and room clean. outside needs paint and parking lot
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2024-07-22,amenities_parking,lexical_only,0.44716787,0.45,the underground parking is very steep to go down and up. just a note for customers with big trucks or roof racks on the top their suv/truck. the ceiling clearance is low for the parking area
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2025-11-25,amenities_gym,semantic_only_top,0.5022184,0.4,the facility was acceptable
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,amenities_gym,semantic_only_top,0.4879044,0.4,great location and facility
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2024-09-25,amenities_gym,semantic_only_top,0.47707915,0.4,loved the amenities.  the pool was great.  food options were good but pricey.  needed vending
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,amenities_gym,semantic_only_top,0.476568,0.4,great facility across the board
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2024-12-03,amenities_gym,semantic_only_top,0.47529376,0.4,great staff and clean facility
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,amenities_gym,semantic_only_borderline,0.4008645,0.4,great location. friendly staff. the free breakfast is always good and sufficient
ff26cdda236b233f7c481f0e896814075ac6bed335e162e0ff01d5491343f838,2023-03-02,amenities_gym,semantic_only_borderline,0.40311566,0.4,friendly & helpful. room was very good. access easy
7d027ef72c02eaa17af3c993fd5dba50d17b41a6280389a46c13c7e2c32a5b06,2025-10-04,amenities_gym,semantic_only_borderline,0.40371746,0.4,"the indoor pool was unique and welcome, but the amenities left a little bit to be desired. the room was cramped for what was advertised, and the bathroom was not very clean"
3216b1b7885bffdb336265a8de7322ba0cd477cfb3d4f99d19acf488f76a1941,2024-02-24,amenities_gym,semantic_only_borderline,0.40386358,0.4,everything was good
823fb2499b4e37d99acb65e7198e75965d6496fd1c579f976205c0e6179206df,2023-03-02,amenities_gym,semantic_only_borderline,0.4038849,0.4,clean rooms and comfortable bed. bathroom was good
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-12-28,amenities_gym,lexical_only,0.39021674,0.4,"very nice property and interior design. staff was wonderful - so friendly and attentive. 

had the pan seared salmon in the tap room - perfectly cooked with beautiful presentation. breakfast was delicious as well. 

outd"
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-03-02,amenities_gym,lexical_only,0.38880897,0.4,1995 style furnishings ! well maintained room and beds. excellent views on 8th floor. two swimming pools and has exercise room. $9.95 a day wifi . keurig coffee in the morning. great am showering !!!
fa014137b3ea9af6a90c0a86a1d099e46f7e56d6eb33db1ad1ec4bdac68c3caa,2023-03-02,amenities_gym,lexical_only,0.3844869,0.4,this was my first time staying at a |MASK| inn. hotel was clean and breakfast was provided. not too many amenities but still a pleasant stay. the only thing i did not like were the flight of stairs to get to our room. we
db38b19b897dbece3e34919c662b3fd66d23b615395d11fb69264dd3a9b17723,2023-09-09,amenities_gym,lexical_only,0.384393,0.4,"friendly staff. decent pool/fitness area. the rooms were nice aside from the fridge being small and while nitpicky, a microwave would have been a great addition as there is no complimentary breakfast. 
 there was a power"
